Type,SKU,Name,Published,In stock?,Stock,Backorders allowed?,Parent
variation,sars-gen1-003,殺小SARS 一代通用系列 買3送一隻主機 - 綠豆,1,1,999,0,sars-gen1
variation,sars-gen1-004,殺小SARS 一代通用系列 買3送一隻主機 - 漿果,1,1,999,0,sars-gen1
variable,ilia-gen5,ILIA5代 5代系列 買4送一隻主機,1,1,999,0,
variation,ilia-gen5-001,ILIA5代 5代系列 買4送一隻主機 - 可樂,1,1,999,0,ilia-gen5
variation,ilia-gen5-002,ILIA5代 5代系列 買4送一隻主機 - 百香果,1,1,999,0,ilia-gen5
variation,ilia-gen5-003,ILIA5代 5代系列 買4送一隻主機 - 老冰棍,1,1,999,0,ilia-gen5
variation,ilia-gen5-004,ILIA5代 5代系列 買4送一隻主機 - 西瓜,1,1,999,0,ilia-gen5
variation,ilia-gen5-005,ILIA5代 5代系列 買4送一隻主機 - 芒果,1,1,999,0,ilia-gen5
variation,ilia-gen5-006,ILIA5代 5代系列 買4送一隻主機 - 芭樂,1,1,999,0,ilia-gen5
variation,ilia-gen5-007,ILIA5代 5代系列 買4送一隻主機 - 青梅,1,1,999,0,ilia-gen5
variation,ilia-gen5-008,ILIA5代 5代系列 買4送一隻主機 - 南極冰,1,1,999,0,ilia-gen5
variation,ilia-gen5-009,ILIA5代 5代系列 買4送一隻主機 - 哈密瓜,1,1,999,0,ilia-gen5
variation,ilia-gen5-010,ILIA5代 5代系列 買4送一隻主機 - 荔枝,1,1,999,0,ilia-gen5
variation,ilia-gen5-011,ILIA5代 5代系列 買4送一隻主機 - 高山茶韻,1,1,999,0,ilia-gen5
variation,ilia-gen5-012,ILIA5代 5代系列 買4送一隻主機 - 雪碧,1,1,999,0,ilia-gen5
variation,ilia-gen5-013,ILIA5代 5代系列 買4送一隻主機 - 菸草,1,1,999,0,ilia-gen5
variation,ilia-gen5-014,ILIA5代 5代系列 買4送一隻主機 - 超A薄荷,1,1,999,0,ilia-gen5
variation,ilia-gen5-015,ILIA5代 5代系列 買4送一隻主機 - 極冰蘇打,1,1,999,0,ilia-gen5
variation,ilia-gen5-016,ILIA5代 5代系列 買4送一隻主機 - 葡萄,1,1,999,0,ilia-gen5
variation,ilia-gen5-017,ILIA5代 5代系列 買4送一隻主機 - 蜜桃,1,1,999,0,ilia-gen5
variation,ilia-gen5-018,ILIA5代 5代系列 買4送一隻主機 - 激情薄荷,1,1,999,0,ilia-gen5
variation,ilia-gen5-019,ILIA5代 5代系列 買4送一隻主機 - 檸檬,1,1,999,0,ilia-gen5
variation,ilia-gen5-020,ILIA5代 5代系列 買4送一隻主機 - 檸檬百香,1,1,999,0,ilia-gen5
variation,ilia-gen5-021,ILIA5代 5代系列 買4送一隻主機 - 藍莓,1,1,999,0,ilia-gen5
variation,ilia-gen5-022,ILIA5代 5代系列 買4送一隻主機 - 蘋果,1,1,999,0,ilia-gen5
variation,ilia-gen5-023,ILIA5代 5代系列 買4送一隻主機 - 鐵觀音,1,1,999,0,ilia-gen5
variation,ilia-gen5-024,ILIA5代 5代系列 買4送一隻主機 - 麝香葡萄,1,1,999,0,ilia-gen5
variable,ice-bear-gen5,冰熊 5代系列,1,1,999,0,
variation,ice-bear-gen5-001,冰熊 5代系列 - 水藍色,1,1,999,0,ice-bear-gen5
variation,ice-bear-gen5-002,冰熊 5代系列 - 白色,1,1,999,0,ice-bear-gen5
variation,ice-bear-gen5-003,冰熊 5代系列 - 灰色,1,1,999,0,ice-bear-gen5
variation,ice-bear-gen5-004,冰熊 5代系列 - 紫色,1,1,999,0,ice-bear-gen5
variation,ice-bear-gen5-005,冰熊 5代系列 - 黑色,1,1,999,0,ice-bear-gen5
variation,ice-bear-gen5-006,冰熊 5代系列 - 藍色,1,1,999,0,ice-bear-gen5
variable,tisic-cola-bottle,TISIC可樂瓶,1,1,999,0,
variation,tisic-cola-bottle-001,TISIC可樂瓶 - 百香果芭樂,1,1,999,0,tisic-cola-bottle
variation,tisic-cola-bottle-002,TISIC可樂瓶 - 老冰棍,1,1,999,0,tisic-cola-bottle
variation,tisic-cola-bottle-003,TISIC可樂瓶 - 芒果蜜桃,1,1,999,0,tisic-cola-bottle
variation,tisic-cola-bottle-004,TISIC可樂瓶 - 奇異果檸檬,1,1,999,0,tisic-cola-bottle
variation,tisic-cola-bottle-005,TISIC可樂瓶 - 茉莉觀音,1,1,999,0,tisic-cola-bottle
variation,tisic-cola-bottle-006,TISIC可樂瓶 - 草莓奇異果,1,1,999,0,tisic-cola-bottle
variation,tisic-cola-bottle-007,TISIC可樂瓶 - 混合莓果,1,1,999,0,tisic-cola-bottle
variation,tisic-cola-bottle-008,TISIC可樂瓶 - 雙倍葡萄,1,1,999,0,tisic-cola-bottle
variable,tisic-black-cat,TISIC新版 黑騎士/萌貓派對,1,1,999,0,
variation,tisic-black-cat-001,TISIC新版 黑騎士/萌貓派對 - TISIC-萌貓派對 百香果綠茶,1,1,999,0,tisic-black-cat
variation,tisic-black-cat-002,TISIC新版 黑騎士/萌貓派對 - TISIC-萌貓派對 老冰棍,1,1,999,0,tisic-black-cat
variation,tisic-black-cat-003,TISIC新版 黑騎士/萌貓派對 - TISIC-萌貓派對 芒果桃子,1,1,999,0,tisic-black-cat
variation,tisic-black-cat-004,TISIC新版 黑騎士/萌貓派對 - TISIC-萌貓派對 芭樂冰沙,1,1,999,0,tisic-black-cat
variation,tisic-black-cat-005,TISIC新版 黑騎士/萌貓派對 - TISIC-萌貓派對 茉莉鐵觀音,1,1,999,0,tisic-black-cat
variation,tisic-black-cat-006,TISIC新版 黑騎士/萌貓派對 - TISIC-萌貓派對 草莓奇異果,1,1,999,0,tisic-black-cat
variation,tisic-black-cat-007,TISIC新版 黑騎士/萌貓派對 - TISIC-萌貓派對 荔枝覆盆子,1,1,999,0,tisic-black-cat
variation,tisic-black-cat-008,TISIC新版 黑騎士/萌貓派對 - TISIC-萌貓派對 莓果冰沙,1,1,999,0,tisic-black-cat
variation,tisic-black-cat-009,TISIC新版 黑騎士/萌貓派對 - TISIC-萌貓派對 葡萄香檳,1,1,999,0,tisic-black-cat
variation,tisic-black-cat-010,TISIC新版 黑騎士/萌貓派對 - TISIC-萌貓派對 薄荷,1,1,999,0,tisic-black-cat
variation,tisic-black-cat-011,TISIC新版 黑騎士/萌貓派對 - TISIC-黑騎士 冰西瓜,1,1,999,0,tisic-black-cat
variation,tisic-black-cat-012,TISIC新版 黑騎士/萌貓派對 - TISIC-黑騎士 冰咖啡,1,1,999,0,tisic-black-cat
variation,tisic-black-cat-013,TISIC新版 黑騎士/萌貓派對 - TISIC-黑騎士 南極冰,1,1,999,0,tisic-black-cat
variation,tisic-black-cat-014,TISIC新版 黑騎士/萌貓派對 - TISIC-黑騎士 茉莉綠茶,1,1,999,0,tisic-black-cat
variation,tisic-black-cat-015,TISIC新版 黑騎士/萌貓派對 - TISIC-黑騎士 海鹽檸檬,1,1,999,0,tisic-black-cat
variation,tisic-black-cat-016,TISIC新版 黑騎士/萌貓派對 - TISIC-黑騎士 密露思冰樂,1,1,999,0,tisic-black-cat
variation,tisic-black-cat-017,TISIC新版 黑騎士/萌貓派對 - TISIC-黑騎士 混合莓果,1,1,999,0,tisic-black-cat
variation,tisic-black-cat-018,TISIC新版 黑騎士/萌貓派對 - TISIC-黑騎士 雪茄菸草,1,1,999,0,tisic-black-cat
variation,tisic-black-cat-019,TISIC新版 黑騎士/萌貓派對 - TISIC-黑騎士 黑加侖泡泡糖,1,1,999,0,tisic-black-cat
variation,tisic-black-cat-020,TISIC新版 黑騎士/萌貓派對 - TISIC-黑騎士 蜜桃威士忌,1,1,999,0,tisic-black-cat
variable,kis5-gen1,Kis5一代,1,1,999,0,
variation,kis5-gen1-001,Kis5一代 - 可樂,1,1,999,0,kis5-gen1
variation,kis5-gen1-002,Kis5一代 - 西瓜,1,1,999,0,kis5-gen1
variation,kis5-gen1-003,Kis5一代 - 沙士,1,1,999,0,kis5-gen1
variation,kis5-gen1-004,Kis5一代 - 芒果,1,1,999,0,kis5-gen1
variation,kis5-gen1-005,Kis5一代 - 抹茶莓果,1,1,999,0,kis5-gen1
variation,kis5-gen1-006,Kis5一代 - 芭樂,1,1,999,0,kis5-gen1
variation,kis5-gen1-007,Kis5一代 - 哈密瓜,1,1,999,0,kis5-gen1
variation,kis5-gen1-008,Kis5一代 - 荔枝,1,1,999,0,kis5-gen1
variation,kis5-gen1-009,Kis5一代 - 葡萄,1,1,999,0,kis5-gen1
variation,kis5-gen1-010,Kis5一代 - 蜜桃烏龍,1,1,999,0,kis5-gen1
variation,kis5-gen1-011,Kis5一代 - 鳳梨,1,1,999,0,kis5-gen1
variation,kis5-gen1-012,Kis5一代 - 龍井,1,1,999,0,kis5-gen1
variation,kis5-gen1-013,Kis5一代 - 薄荷,1,1,999,0,kis5-gen1
variation,kis5-gen1-014,Kis5一代 - 寶礦力,1,1,999,0,kis5-gen1
variation,kis5-gen1-015,Kis5一代 - 蘋果,1,1,999,0,kis5-gen1
variable,kis5-disposable-6500,Kis5拋棄式6500口,1,1,999,0,
variation,kis5-disposable-6500-001,Kis5拋棄式6500口 - KIS5拋棄式-可樂,1,1,999,0,kis5-disposable-6500
variation,kis5-disposable-6500-002,Kis5拋棄式6500口 - KIS5拋棄式-百香果,1,1,999,0,kis5-disposable-6500
variation,kis5-disposable-6500-003,Kis5拋棄式6500口 - KIS5拋棄式-西瓜,1,1,999,0,kis5-disposable-6500
variation,kis5-disposable-6500-004,Kis5拋棄式6500口 - KIS5拋棄式-芭樂,1,1,999,0,kis5-disposable-6500
variation,kis5-disposable-6500-005,Kis5拋棄式6500口 - KIS5拋棄式-青箭口香糖,1,1,999,0,kis5-disposable-6500
variation,kis5-disposable-6500-006,Kis5拋棄式6500口 - KIS5拋棄式-南極冰,1,1,999,0,kis5-disposable-6500
variation,kis5-disposable-6500-007,Kis5拋棄式6500口 - KIS5拋棄式-紅柚翡翠,1,1,999,0,kis5-disposable-6500
variation,kis5-disposable-6500-008,Kis5拋棄式6500口 - KIS5拋棄式-桂花綠茶,1,1,999,0,kis5-disposable-6500
variation,kis5-disposable-6500-009,Kis5拋棄式6500口 - KIS5拋棄式-神仙檸檬,1,1,999,0,kis5-disposable-6500
variation,kis5-disposable-6500-010,Kis5拋棄式6500口 - KIS5拋棄式-草莓,1,1,999,0,kis5-disposable-6500
variation,kis5-disposable-6500-011,Kis5拋棄式6500口 - KIS5拋棄式-草莓西瓜,1,1,999,0,kis5-disposable-6500
variation,kis5-disposable-6500-012,Kis5拋棄式6500口 - KIS5拋棄式-甜橙,1,1,999,0,kis5-disposable-6500
variation,kis5-disposable-6500-013,Kis5拋棄式6500口 - KIS5拋棄式-葡萄,1,1,999,0,kis5-disposable-6500
variation,kis5-disposable-6500-014,Kis5拋棄式6500口 - KIS5拋棄式-蜜桃烏龍,1,1,999,0,kis5-disposable-6500
variation,kis5-disposable-6500-015,Kis5拋棄式6500口 - KIS5拋棄式-薄荷,1,1,999,0,kis5-disposable-6500
variation,kis5-disposable-6500-016,Kis5拋棄式6500口 - KIS5拋棄式-藍冰,1,1,999,0,kis5-disposable-6500
variation,kis5-disposable-6500-017,Kis5拋棄式6500口 - KIS5拋棄式-蘋果,1,1,999,0,kis5-disposable-6500
variation,kis5-disposable-6500-018,Kis5拋棄式6500口 - KIS5拋棄式-鐵觀音,1,1,999,0,kis5-disposable-6500
variable,mehai-gen1,魅嗨一代,1,1,999,0,
variation,mehai-gen1-001,魅嗨一代 - 可樂,1,1,999,0,mehai-gen1
variation,mehai-gen1-002,魅嗨一代 - 冰泉,1,1,999,0,mehai-gen1
variation,mehai-gen1-003,魅嗨一代 - 百香果,1,1,999,0,mehai-gen1
variation,mehai-gen1-004,魅嗨一代 - 老冰棍,1,1,999,0,mehai-gen1
variation,mehai-gen1-005,魅嗨一代 - 西瓜,1,1,999,0,mehai-gen1
variation,mehai-gen1-006,魅嗨一代 - 沙士,1,1,999,0,mehai-gen1
variation,mehai-gen1-007,魅嗨一代 - 芒果,1,1,999,0,mehai-gen1
variation,mehai-gen1-008,魅嗨一代 - 芭樂,1,1,999,0,mehai-gen1
variation,mehai-gen1-009,魅嗨一代 - 哈密瓜,1,1,999,0,mehai-gen1
variation,mehai-gen1-010,魅嗨一代 - 紅顏知己,1,1,999,0,mehai-gen1
variation,mehai-gen1-011,魅嗨一代 - 草莓,1,1,999,0,mehai-gen1
variation,mehai-gen1-012,魅嗨一代 - 荔枝,1,1,999,0,mehai-gen1
variation,mehai-gen1-013,魅嗨一代 - 菸草,1,1,999,0,mehai-gen1
variation,mehai-gen1-014,魅嗨一代 - 葡萄,1,1,999,0,mehai-gen1
variation,mehai-gen1-015,魅嗨一代 - 蜜桃,1,1,999,0,mehai-gen1
variation,mehai-gen1-016,魅嗨一代 - 鳳梨,1,1,999,0,mehai-gen1
variation,mehai-gen1-017,魅嗨一代 - 薄荷,1,1,999,0,mehai-gen1
variation,mehai-gen1-018,魅嗨一代 - 檸檬海鹽,1,1,999,0,mehai-gen1
variation,mehai-gen1-019,魅嗨一代 - 檸檬草,1,1,999,0,mehai-gen1
variation,mehai-gen1-020,魅嗨一代 - 藍莓,1,1,999,0,mehai-gen1
variation,mehai-gen1-021,魅嗨一代 - 寶礦力,1,1,999,0,mehai-gen1
variation,mehai-gen1-022,魅嗨一代 - 蘋果,1,1,999,0,mehai-gen1
variation,mehai-gen1-023,魅嗨一代 - 鐵觀音,1,1,999,0,mehai-gen1
variable,mehai-gen5,魅嗨五代,1,1,999,0,
variation,mehai-gen5-001,魅嗨五代 - 冰鎮西瓜,1,1,999,0,mehai-gen5
variation,mehai-gen5-002,魅嗨五代 - 多肉葡萄,1,1,999,0,mehai-gen5
variation,mehai-gen5-003,魅嗨五代 - 百香果汁,1,1,999,0,mehai-gen5
variation,mehai-gen5-004,魅嗨五代 - 芒果冰沙,1,1,999,0,mehai-gen5
variation,mehai-gen5-005,魅嗨五代 - 荔枝甘露,1,1,999,0,mehai-gen5
variation,mehai-gen5-006,魅嗨五代 - 零度可樂,1,1,999,0,mehai-gen5
variation,mehai-gen5-007,魅嗨五代 - 鐵觀音,1,1,999,0,mehai-gen5
variable,infinity-series,無限,1,1,999,0,
variation,infinity-series-001,無限 - 手打檸檬,1,1,999,0,infinity-series
variation,infinity-series-002,無限 - 可樂,1,1,999,0,infinity-series
variation,infinity-series-003,無限 - 冰凍檸茶,1,1,999,0,infinity-series
variation,infinity-series-004,無限 - 百香果,1,1,999,0,infinity-series
variation,infinity-series-005,無限 - 西瓜,1,1,999,0,infinity-series
variation,infinity-series-006,無限 - 沙士,1,1,999,0,infinity-series
variation,infinity-series-007,無限 - 芒果,1,1,999,0,infinity-series
variation,infinity-series-008,無限 - 奇異果,1,1,999,0,infinity-series
variation,infinity-series-009,無限 - 芭樂,1,1,999,0,infinity-series
variation,infinity-series-010,無限 - 青蘋果,1,1,999,0,infinity-series
variation,infinity-series-011,無限 - 南極冰,1,1,999,0,infinity-series
variation,infinity-series-012,無限 - 凍頂烏龍,1,1,999,0,infinity-series
variation,infinity-series-013,無限 - 荔枝,1,1,999,0,infinity-series
variation,infinity-series-014,無限 - 莓果,1,1,999,0,infinity-series
variation,infinity-series-015,無限 - 葡萄,1,1,999,0,infinity-series
variation,infinity-series-016,無限 - 蜜瓜,1,1,999,0,infinity-series
variation,infinity-series-017,無限 - 蜜桃,1,1,999,0,infinity-series
variation,infinity-series-018,無限 - 蜜桃烏龍,1,1,999,0,infinity-series
variation,infinity-series-019,無限 - 鳳梨冰沙,1,1,999,0,infinity-series
variation,infinity-series-020,無限 - 橘子汽水,1,1,999,0,infinity-series
variation,infinity-series-021,無限 - 薄荷,1,1,999,0,infinity-series
variation,infinity-series-022,無限 - 檸檬海鹽,1,1,999,0,infinity-series
variation,infinity-series-023,無限 - 藍莓,1,1,999,0,infinity-series
variation,infinity-series-024,無限 - 鐵觀音,1,1,999,0,infinity-series
variation,infinity-series-025,無限 - 麝香葡萄,1,1,999,0,infinity-series
variable,universal-sleeve,通用保護套,1,1,999,0,
variation,universal-sleeve-001,通用保護套 - 主機皮套-編號1,1,1,999,0,universal-sleeve
variation,universal-sleeve-002,通用保護套 - 主機皮套-編號10,1,1,999,0,universal-sleeve
variation,universal-sleeve-003,通用保護套 - 主機皮套-編號11,1,1,999,0,universal-sleeve
variation,universal-sleeve-004,通用保護套 - 主機皮套-編號12,1,1,999,0,universal-sleeve
variation,universal-sleeve-005,通用保護套 - 主機皮套-編號13,1,1,999,0,universal-sleeve
variation,universal-sleeve-006,通用保護套 - 主機皮套-編號14,1,1,999,0,universal-sleeve
variation,universal-sleeve-007,通用保護套 - 主機皮套-編號15,1,1,999,0,universal-sleeve
variation,universal-sleeve-008,通用保護套 - 主機皮套-編號16,1,1,999,0,universal-sleeve
variation,universal-sleeve-009,通用保護套 - 主機皮套-編號17,1,1,999,0,universal-sleeve
variation,universal-sleeve-010,通用保護套 - 主機皮套-編號18,1,1,999,0,universal-sleeve
variation,universal-sleeve-011,通用保護套 - 主機皮套-編號19,1,1,999,0,universal-sleeve
variation,universal-sleeve-012,通用保護套 - 主機皮套-編號2,1,1,999,0,universal-sleeve
variation,universal-sleeve-013,通用保護套 - 主機皮套-編號20,1,1,999,0,universal-sleeve
variation,universal-sleeve-014,通用保護套 - 主機皮套-編號21,1,1,999,0,universal-sleeve
variation,universal-sleeve-015,通用保護套 - 主機皮套-編號22,1,1,999,0,universal-sleeve
variation,universal-sleeve-016,通用保護套 - 主機皮套-編號23,1,1,999,0,universal-sleeve
variation,universal-sleeve-017,通用保護套 - 主機皮套-編號24,1,1,999,0,universal-sleeve
variation,universal-sleeve-018,通用保護套 - 主機皮套-編號25,1,1,999,0,universal-sleeve
variation,universal-sleeve-019,通用保護套 - 主機皮套-編號26,1,1,999,0,universal-sleeve
variation,universal-sleeve-020,通用保護套 - 主機皮套-編號27,1,1,999,0,universal-sleeve
variation,universal-sleeve-021,通用保護套 - 主機皮套-編號28,1,1,999,0,universal-sleeve
variation,universal-sleeve-022,通用保護套 - 主機皮套-編號29,1,1,999,0,universal-sleeve
variation,universal-sleeve-023,通用保護套 - 主機皮套-編號3,1,1,999,0,universal-sleeve
variation,universal-sleeve-024,通用保護套 - 主機皮套-編號30,1,1,999,0,universal-sleeve
variation,universal-sleeve-025,通用保護套 - 主機皮套-編號4,1,1,999,0,universal-sleeve
variation,universal-sleeve-026,通用保護套 - 主機皮套-編號5,1,1,999,0,universal-sleeve
variation,universal-sleeve-027,通用保護套 - 主機皮套-編號6,1,1,999,0,universal-sleeve
variation,universal-sleeve-028,通用保護套 - 主機皮套-編號7,1,1,999,0,universal-sleeve
variation,universal-sleeve-029,通用保護套 - 主機皮套-編號8,1,1,999,0,universal-sleeve
variation,universal-sleeve-030,通用保護套 - 主機皮套-編號9,1,1,999,0,universal-sleeve
variation,universal-sleeve-031,通用保護套 - 拋棄式掛繩,1,1,999,0,universal-sleeve
variation,universal-sleeve-032,通用保護套 - 通用主機掛鍊,1,1,999,0,universal-sleeve
variable,marbo-9000,MARBO 9000口,1,1,999,0,
variation,marbo-9000-001,MARBO 9000口 - 水蜜桃冰,1,1,999,0,marbo-9000
variation,marbo-9000-002,MARBO 9000口 - 可樂冰,1,1,999,0,marbo-9000
variation,marbo-9000-003,MARBO 9000口 - 冰礦泉水,1,1,999,0,marbo-9000
variation,marbo-9000-004,MARBO 9000口 - 西瓜冰沙,1,1,999,0,marbo-9000
variation,marbo-9000-005,MARBO 9000口 - 急凍薄荷,1,1,999,0,marbo-9000
variation,marbo-9000-006,MARBO 9000口 - 草莓,1,1,999,0,marbo-9000
variation,marbo-9000-007,MARBO 9000口 - 荔枝葡萄,1,1,999,0,marbo-9000
variation,marbo-9000-008,MARBO 9000口 - 彩虹糖,1,1,999,0,marbo-9000
variation,marbo-9000-009,MARBO 9000口 - 甜橙冰,1,1,999,0,marbo-9000
variation,marbo-9000-010,MARBO 9000口 - 紫葡萄冰,1,1,999,0,marbo-9000
variation,marbo-9000-011,MARBO 9000口 - 葡萄蘆薈,1,1,999,0,marbo-9000
variation,marbo-9000-012,MARBO 9000口 - 酸軟糖,1,1,999,0,marbo-9000
variation,marbo-9000-013,MARBO 9000口 - 檸檬水,1,1,999,0,marbo-9000
variation,marbo-9000-014,MARBO 9000口 - 檸檬海鹽,1,1,999,0,marbo-9000
variation,marbo-9000-015,MARBO 9000口 - 藍冰,1,1,999,0,marbo-9000
variation,marbo-9000-016,MARBO 9000口 - 蘋果蘆薈,1,1,999,0,marbo-9000
variable,obi-disposable-8000,OBI奧比拋棄式8000口,1,1,999,0,
variation,obi-disposable-8000-001,OBI奧比拋棄式8000口 - OBI七星,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-002,OBI奧比拋棄式8000口 - OBI可爾必思,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-003,OBI奧比拋棄式8000口 - OBI可樂,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-004,OBI奧比拋棄式8000口 - OBI百香果,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-005,OBI奧比拋棄式8000口 - OBI老冰棍,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-006,OBI奧比拋棄式8000口 - OBI西瓜,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-007,OBI奧比拋棄式8000口 - OBI沙士,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-008,OBI奧比拋棄式8000口 - OBI芒果,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-009,OBI奧比拋棄式8000口 - OBI奇異果,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-010,OBI奧比拋棄式8000口 - OBI芭樂,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-011,OBI奧比拋棄式8000口 - OBI青提,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-012,OBI奧比拋棄式8000口 - OBI青蘋果,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-013,OBI奧比拋棄式8000口 - OBI哈密瓜,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-014,OBI奧比拋棄式8000口 - OBI草莓,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-015,OBI奧比拋棄式8000口 - OBI荔枝,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-016,OBI奧比拋棄式8000口 - OBI莓果,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-017,OBI奧比拋棄式8000口 - OBI雪碧,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-018,OBI奧比拋棄式8000口 - OBI葡萄冰,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-019,OBI奧比拋棄式8000口 - OBI葡萄百香果,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-020,OBI奧比拋棄式8000口 - OBI蜜桃,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-021,OBI奧比拋棄式8000口 - OBI蜜桃烏龍,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-022,OBI奧比拋棄式8000口 - OBI薄荷,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-023,OBI奧比拋棄式8000口 - OBI檸檬海鹽,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-024,OBI奧比拋棄式8000口 - OBI藍莓,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-025,OBI奧比拋棄式8000口 - OBI櫻花,1,1,999,0,obi-disposable-8000
variation,obi-disposable-8000-026,OBI奧比拋棄式8000口 - OBI鐵觀音,1,1,999,0,obi-disposable-8000
variable,chill-disposable-8800,CHILL拋棄式8800口,1,1,999,0,
variation,chill-disposable-8800-001,CHILL拋棄式8800口 - CHILL拋棄式奶油菸草,1,1,999,0,chill-disposable-8800
variation,chill-disposable-8800-002,CHILL拋棄式8800口 - CHILL拋棄式冰棍,1,1,999,0,chill-disposable-8800
variation,chill-disposable-8800-003,CHILL拋棄式8800口 - CHILL拋棄式百香果,1,1,999,0,chill-disposable-8800
variation,chill-disposable-8800-004,CHILL拋棄式8800口 - CHILL拋棄式西瓜,1,1,999,0,chill-disposable-8800
variation,chill-disposable-8800-005,CHILL拋棄式8800口 - CHILL拋棄式伯牙絕弦,1,1,999,0,chill-disposable-8800
variation,chill-disposable-8800-006,CHILL拋棄式8800口 - CHILL拋棄式芭樂,1,1,999,0,chill-disposable-8800
variation,chill-disposable-8800-007,CHILL拋棄式8800口 - CHILL拋棄式青峰雪(橘子柚子),1,1,999,0,chill-disposable-8800
variation,chill-disposable-8800-008,CHILL拋棄式8800口 - CHILL拋棄式荔枝,1,1,999,0,chill-disposable-8800
variation,chill-disposable-8800-009,CHILL拋棄式8800口 - CHILL拋棄式陽光玫瑰青提,1,1,999,0,chill-disposable-8800
variation,chill-disposable-8800-010,CHILL拋棄式8800口 - CHILL拋棄式葡萄,1,1,999,0,chill-disposable-8800
variation,chill-disposable-8800-011,CHILL拋棄式8800口 - CHILL拋棄式蜜桃,1,1,999,0,chill-disposable-8800
variation,chill-disposable-8800-012,CHILL拋棄式8800口 - CHILL拋棄式龍井,1,1,999,0,chill-disposable-8800
variation,chill-disposable-8800-013,CHILL拋棄式8800口 - CHILL拋棄式薄荷,1,1,999,0,chill-disposable-8800
variation,chill-disposable-8800-014,CHILL拋棄式8800口 - CHILL拋棄式藍莓,1,1,999,0,chill-disposable-8800
variation,chill-disposable-8800-015,CHILL拋棄式8800口 - CHILL拋棄式覆盆子森林,1,1,999,0,chill-disposable-8800
variable,relx-smash-go-12k,RELX Smash Go12K,1,1,999,0,
variation,relx-smash-go-12k-001,RELX Smash Go12K - RELX Smash Go 12000白桃烏龍,1,1,999,0,relx-smash-go-12k
variation,relx-smash-go-12k-002,RELX Smash Go12K - RELX Smash Go 12000冰川泉水,1,1,999,0,relx-smash-go-12k
variation,relx-smash-go-12k-003,RELX Smash Go12K - RELX Smash Go 12000冰沁可樂,1,1,999,0,relx-smash-go-12k
variation,relx-smash-go-12k-004,RELX Smash Go12K - RELX Smash Go 12000冰新薄荷,1,1,999,0,relx-smash-go-12k
variation,relx-smash-go-12k-005,RELX Smash Go12K - RELX Smash Go 12000百香金果,1,1,999,0,relx-smash-go-12k
variation,relx-smash-go-12k-006,RELX Smash Go12K - RELX Smash Go 12000沁爽青檸,1,1,999,0,relx-smash-go-12k
variation,relx-smash-go-12k-007,RELX Smash Go12K - RELX Smash Go 12000赤玉西瓜,1,1,999,0,relx-smash-go-12k
variation,relx-smash-go-12k-008,RELX Smash Go12K - RELX Smash Go 12000金耀芒果,1,1,999,0,relx-smash-go-12k
variation,relx-smash-go-12k-009,RELX Smash Go12K - RELX Smash Go 12000海鹽檸檬,1,1,999,0,relx-smash-go-12k
variation,relx-smash-go-12k-010,RELX Smash Go12K - RELX Smash Go 12000草莓晶鑽,1,1,999,0,relx-smash-go-12k
variation,relx-smash-go-12k-011,RELX Smash Go12K - RELX Smash Go 12000混合莓果,1,1,999,0,relx-smash-go-12k
variation,relx-smash-go-12k-012,RELX Smash Go12K - RELX Smash Go 12000清澄芭樂,1,1,999,0,relx-smash-go-12k
variation,relx-smash-go-12k-013,RELX Smash Go12K - RELX Smash Go 12000紫冰藍莓,1,1,999,0,relx-smash-go-12k
variation,relx-smash-go-12k-014,RELX Smash Go12K - RELX Smash Go 12000紫晶葡萄,1,1,999,0,relx-smash-go-12k
variation,relx-smash-go-12k-015,RELX Smash Go12K - RELX Smash Go 12000黑金氣泡(沙士),1,1,999,0,relx-smash-go-12k
variation,relx-smash-go-12k-016,RELX Smash Go12K - RELX Smash Go 12000葡萄荔枝,1,1,999,0,relx-smash-go-12k
